OBJECTID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,GEOID_Data,Census_Tra,County,County_ID,Region,ind_id,ind_defini,reportyear,race_eth_c,race_eth_n,geotype,geotypeval,F8,Tract_Num,geoname,county_nam,county_fip,region_nam,region_cod,strata_one,strata_o_1,strata_two,strata_t_1,numerator,denominato,estimate,ll_95ci,ul_95ci,se,rse,CA_decile,CA_RR,version,PCT_overcr,ObjectID,Shape_Leng,Shape__Area,Shape__Length
2370,06,053,001300,06053001300,13,14000US06053001300,06053001300,Monterey,06053,Central Coast Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06053001300,1,6053001300,13,Monterey,06053,Monterey Bay,04,NA,NA,NA,NA,174,956,18.2,7.65212213388,28.7478778661,5.38157033986,29.569067801,NA,2.275,Mon Nov 06 12:46:42 2017,18.2008368201,3623,0.0455541148811,1444107.1953125,5643.51561405802
2371,06,067,008210,06067008210,82.10,14000US06067008210,06067008210,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067008210,1,6067008210,82.1,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,0,2228,0,0,3.03303674654,1.54746772782,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,5083,0.156364215815,9910179.11328125,19134.8832938756
2372,06,067,008211,06067008211,82.11,14000US06067008211,06067008211,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067008211,1,6067008211,82.11,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,0,1054,0,0,6.23457553455,3.18090588497,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,5084,0.136057608961,12685435.1054688,17006.5659823719
2373,06,067,008402,06067008402,84.02,14000US06067008402,06067008402,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067008402,1,6067008402,84.02,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,0,1913,0,0,3.53854287096,1.8053790158,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,5085,0.0791610132956,5313784.76171875,9957.49219451749
2374,06,067,008403,06067008403,84.03,14000US06067008403,06067008403,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067008403,1,6067008403,84.03,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,5,1966,0.3,0,2.75631824505,1.25322359441,417.74119814,NA,0.0375,Mon Nov 06 12:46:42 2017,0.254323499491,5086,0.0769920481942,4890484.234375,9226.20462233311
2375,06,067,008404,06067008404,84.04,14000US06067008404,06067008404,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067008404,1,6067008404,84.04,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,36,1297,2.8,0,7.60895497853,2.45354845843,87.626730658,NA,0.35,Mon Nov 06 12:46:42 2017,2.77563608327,5087,0.0857811130982,4965504.03125,10627.9037778627
2376,06,067,009612,06067009612,96.12,14000US06067009612,06067009612,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067009612,1,6067009612,96.12,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,175,1648,10.6,2.56738202316,18.6326179768,4.09827447798,38.662966773,NA,1.325,Mon Nov 06 12:46:42 2017,10.6189320388,5167,0.0517515203053,2477843.48828125,6601.28913477971
2377,06,067,009800,06067009800,98,14000US06067009800,06067009800,Sacramento,06067,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067009800,1,6067009800,98,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,58,791,7.3,1.00424417393,13.5957558261,3.21212031942,44.001648211,NA,0.9125,Mon Nov 06 12:46:42 2017,7.33249051833,5184,0.856306864063,252469583.328125,104125.194863159
2378,06,073,013314,06073013314,133.14,14000US06073013314,06073013314,San Diego,06073,San Diego Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06073013314,1,6073013314,133.14,San Diego,06073,San Diego,09,NA,NA,NA,NA,51,3605,1.4,0.111207203664,2.68879279634,0.657547345069,46.967667505,NA,0.175,Mon Nov 06 12:46:42 2017,1.41470180305,5870,0.204275635573,24847736.1796875,25081.0695668042
2379,06,073,013310,06073013310,133.10,14000US06073013310,06073013310,San Diego,06073,San Diego Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06073013310,1,6073013310,133.1,San Diego,06073,San Diego,09,NA,NA,NA,NA,381,7696,4.9,2.6393078855,7.1606921145,1.15341434413,23.539068248,NA,0.6125,Mon Nov 06 12:46:42 2017,4.95062370062,5866,0.170129450031,12021597.9609375,20179.5089437226
2380,06,073,013313,06073013313,133.13,14000US06073013313,06073013313,San Diego,06073,San Diego Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06073013313,1,6073013313,133.13,San Diego,06073,San Diego,09,NA,NA,NA,NA,57,2160,2.6,0,5.46948636771,1.464023657,56.308602192,NA,0.325,Mon Nov 06 12:46:42 2017,2.63888888889,5869,0.207136372165,26726835,24687.3456506622
2381,06,019,000200,06019000200,2,14000US06019000200,06019000200,Fresno,06019,Central Valley Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06019000200,1,6019000200,2,Fresno,06019,San Joaquin Valley,10,NA,NA,NA,NA,151,773,19.5,9.22137547007,29.7786245299,5.24419618874,26.893313788,NA,2.4375,Mon Nov 06 12:46:42 2017,19.5342820181,688,0.0557565687836,3101532.90625,6876.80819723009
2382,06,067,009112,06067009112,91.12,14000US06067009112,06067009112,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067009112,1,6067009112,91.12,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,84,1372,6.1,1.72543257005,10.47456743,2.23192215814,36.588887838,NA,0.7625,Mon Nov 06 12:46:42 2017,6.12244897959,5127,0.0761647523407,4896142.453125,9395.17759717185
2383,06,067,009308,06067009308,93.08,14000US06067009308,06067009308,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067009308,1,6067009308,93.08,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,72,2003,3.5,0,7.72600970066,2.15612739829,61.603639951,NA,0.4375,Mon Nov 06 12:46:42 2017,3.59460808787,5130,0.0721161001591,4727577.94921875,8900.5864776858
2384,06,065,041905,06065041905,419.05,14000US06065041905,06065041905,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065041905,1,6065041905,419.05,Riverside,06065,Southern California,14,NA,NA,NA,NA,41,856,4.8,0,12.0357845212,3.69172679652,76.910974928,NA,0.6,Mon Nov 06 12:46:42 2017,4.78971962617,4532,0.0513374796338,1171607.1640625,6464.70415767921
2385,06,053,001400,06053001400,14,14000US06053001400,06053001400,Monterey,06053,Central Coast Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06053001400,1,6053001400,14,Monterey,06053,Monterey Bay,04,NA,NA,NA,NA,67,1044,6.4,1.441342491,11.358657509,2.52992730051,39.53011407,NA,0.8,Mon Nov 06 12:46:42 2017,6.41762452107,3624,0.0534279166811,1930628.83984375,6455.02266501109
2386,06,067,009617,06067009617,96.17,14000US06067009617,06067009617,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067009617,1,6067009617,96.17,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,34,1195,2.8,0,8.36056736865,2.83702416768,101.3222917,NA,0.35,Mon Nov 06 12:46:42 2017,2.84518828452,5171,0.0665690959104,3631239.26171875,8264.47135848524
2387,06,067,009618,06067009618,96.18,14000US06067009618,06067009618,Sacramento,06067,Capital Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06067009618,1,6067009618,96.18,Sacramento,06067,Sacramento Area,08,NA,NA,NA,NA,0,1512,0,0,4.38105307833,2.23523116241,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,5172,0.164034503287,22803418.578125,21029.1682663036
2388,06,081,611400,06081611400,6114,14000US06081611400,06081611400,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081611400,1,6081611400,6114,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,2,1263,0.2,0,3.96216421538,1.91947153846,959.73576923,NA,0.025,Mon Nov 06 12:46:42 2017,0.158353127474,6699,0.164468590989,14184143.5351563,20556.5168801332
2389,06,081,609603,06081609603,6096.03,14000US06081609603,06081609603,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081609603,1,6081609603,6096.03,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,16,2035,0.8,0,3.47753932561,1.36609149266,170.76143658,NA,0.1,Mon Nov 06 12:46:42 2017,0.786240786241,6676,0.136106897436,9515158.3671875,16757.5052935998
2390,06,081,611900,06081611900,6119,14000US06081611900,06081611900,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081611900,1,6081611900,6119,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,472,2669,17.6,10.2842165085,24.9157834915,3.73254259769,21.207628396,NA,2.2,Mon Nov 06 12:46:42 2017,17.6845260397,6704,0.0927272163311,5697569.36328125,11396.4605304302
2391,06,037,534403,06037534403,5344.03,14000US06037534403,06037534403,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037534403,1,6037534403,5344.03,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,208,738,28.2,13.7534678684,42.6465321316,7.37067965898,26.137161911,NA,3.525,Mon Nov 06 12:46:42 2017,28.1842818428,2761,0.0253738217388,463839.765625,3110.66664274629
2392,06,065,041906,06065041906,419.06,14000US06065041906,06065041906,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065041906,1,6065041906,419.06,Riverside,06065,Southern California,14,NA,NA,NA,NA,326,1890,17.2,10.2832015717,24.1167984283,3.52897878996,20.517318546,NA,2.15,Mon Nov 06 12:46:42 2017,17.2486772487,4533,0.0653078597671,2117082.17578125,8034.0378546561
2393,06,065,042010,06065042010,420.10,14000US06065042010,06065042010,Riverside,06065,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042010,1,6065042010,420.1,Riverside,06065,Southern California,14,NA,NA,NA,NA,230,1439,16,9.51759703413,22.4824029659,3.30734845197,20.670927825,NA,2,Mon Nov 06 12:46:42 2017,15.9833217512,4545,0.134663979062,15858715.6757813,16247.5363650018
2394,06,065,042505,06065042505,425.05,14000US06065042505,06065042505,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042505,1,6065042505,425.05,Riverside,06065,Southern California,14,NA,NA,NA,NA,302,817,37,20.8651046378,53.1348953622,8.23208947049,22.248890461,NA,4.625,Mon Nov 06 12:46:42 2017,36.964504284,4571,0.0976228269637,5250124.38671875,12097.5976016677
2395,06,065,042506,06065042506,425.06,14000US06065042506,06065042506,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042506,1,6065042506,425.06,Riverside,06065,Southern California,14,NA,NA,NA,NA,242,2496,9.6,2.9340456092,16.2659543908,3.40099713816,35.427053523,NA,1.2,Mon Nov 06 12:46:42 2017,9.69551282051,4572,0.0701810361997,4459088.7265625,8618.1941742398
2396,06,103,000100,06103000100,1,14000US06103000100,06103000100,Tehama,06103,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06103000100,1,6103000100,1,Tehama,06103,Northern Sacramento Valley,07,NA,NA,NA,NA,62,1837,3.4,0,7.19223194008,1.93481221433,56.906241598,NA,0.425,Mon Nov 06 12:46:42 2017,3.37506804573,7600,3.14307229861,5152598236.19922,390250.273274697
2397,06,103,000300,06103000300,3,14000US06103000300,06103000300,Tehama,06103,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06103000300,1,6103000300,3,Tehama,06103,Northern Sacramento Valley,07,NA,NA,NA,NA,53,1618,3.3,0,7.44460220992,2.11459296425,64.078574674,NA,0.4125,Mon Nov 06 12:46:42 2017,3.27564894932,7602,3.43495457259,5699599495.10156,425349.462079787
2398,06,103,000400,06103000400,4,14000US06103000400,06103000400,Tehama,06103,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06103000400,1,6103000400,4,Tehama,06103,Northern Sacramento Valley,07,NA,NA,NA,NA,24,2076,1.2,0,3.87753932561,1.36609149266,113.84095772,NA,0.15,Mon Nov 06 12:46:42 2017,1.15606936416,7603,1.13353870432,493968494.394531,140917.069106105
2399,06,103,000800,06103000800,8,14000US06103000800,06103000800,Tehama,06103,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06103000800,1,6103000800,8,Tehama,06103,Northern Sacramento Valley,07,NA,NA,NA,NA,61,1394,4.4,0.66054523284,8.13945476716,1.90788508529,43.361024666,NA,0.55,Mon Nov 06 12:46:42 2017,4.37589670014,7607,0.66184175352,227302981.101563,87141.1312752902
2400,06,081,602300,06081602300,6023,14000US06081602300,06081602300,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081602300,1,6081602300,6023,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,90,1199,7.6,1.01978492593,14.1802150741,3.35725258881,44.174376169,NA,0.95,Mon Nov 06 12:46:42 2017,7.50625521268,6595,0.195485274866,21452763.6601563,24137.0203937123
2401,06,081,609602,06081609602,6096.02,14000US06081609602,06081609602,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081609602,1,6081609602,6096.02,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,0,665,0,0,9.77311840551,4.98628490077,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,6675,0.0561235083233,1586190.1640625,6736.55210460438
2402,06,081,613000,06081613000,6130,14000US06081613000,06081613000,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081613000,1,6081613000,6130,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,16,1566,1,0,4.3573793915,1.71294866913,171.29486691,NA,0.125,Mon Nov 06 12:46:42 2017,1.02171136654,6712,0.121224285766,7330136.59765625,14678.6821838469
2403,06,081,613700,06081613700,6137,14000US06081613700,06081613700,San Mateo,06081,Rural Areas,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081613700,1,6081613700,6137,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,235,3404,6.9,2.33953652892,11.4604634711,2.32676707708,33.721261987,NA,0.8625,Mon Nov 06 12:46:42 2017,6.90364277321,6719,0.610028445248,185647307.839844,75909.6564965861
2404,06,081,603000,06081603000,6030,14000US06081603000,06081603000,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081603000,1,6081603000,6030,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,0,1886,0,0,3.53854287096,1.8053790158,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,6602,0.0971484724274,6650720.59765625,12088.7226484987
2405,06,081,604500,06081604500,6045,14000US06081604500,06081604500,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081604500,1,6081604500,6045,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,17,1313,1.3,0,5.53104566236,2.15869676651,166.05359742,NA,0.1625,Mon Nov 06 12:46:42 2017,1.2947448591,6616,0.0753420285867,2578280.98046875,9187.33883969306
2406,06,081,607600,06081607600,6076,14000US06081607600,06081607600,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081607600,1,6081607600,6076,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,105,1297,8.1,2.52158982978,13.6784101702,2.84612763786,35.137378245,NA,1.0125,Mon Nov 06 12:46:42 2017,8.09560524287,6647,0.0506193656693,2080096.36328125,6212.26286143895
2407,06,081,611100,06081611100,6111,14000US06081611100,06081611100,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081611100,1,6081611100,6111,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,57,2280,2.5,0,5.81268328242,1.69014453185,67.605781274,NA,0.3125,Mon Nov 06 12:46:42 2017,2.5,6696,0.108407321405,5290154.515625,13380.4212138141
2408,06,081,607000,06081607000,6070,14000US06081607000,06081607000,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081607000,1,6081607000,6070,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,37,1403,2.6,0,7.15267445861,2.32279309113,89.338195813,NA,0.325,Mon Nov 06 12:46:42 2017,2.63720598717,6641,0.0833307121834,3608990.66015625,10490.1245297434
2409,06,081,604900,06081604900,6049,14000US06081604900,06081604900,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081604900,1,6081604900,6049,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,0,1289,0,0,5.2235632857,2.66508330903,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,6620,0.0648293140852,2446001.6484375,7901.6507376764
2410,06,081,608004,06081608004,6080.04,14000US06081608004,06081608004,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081608004,1,6081608004,6080.04,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,40,2693,1.5,0,3.94473177363,1.2473121294,83.15414196,NA,0.1875,Mon Nov 06 12:46:42 2017,1.48533234311,6654,0.195456658802,9266105.328125,23937.5730798933
2411,06,081,610302,06081610302,6103.02,14000US06081610302,06081610302,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081610302,1,6081610302,6103.02,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,10,896,1.1,0,6.76427576293,2.88993661374,262.72151034,NA,0.1375,Mon Nov 06 12:46:42 2017,1.11607142857,6685,0.328944964177,53298947.4921875,40303.7060366369
2412,06,081,613400,06081613400,6134,14000US06081613400,06081613400,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081613400,1,6081613400,6134,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,0,1242,0,0,5.39206532718,2.75105373835,Inf,NA,0,Mon Nov 06 12:46:42 2017,0,6715,0.446648777125,71776230.0429688,55481.2046429028
2413,06,081,602900,06081602900,6029,14000US06081602900,06081602900,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081602900,1,6081602900,6029,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,35,1639,2.1,0,6.06069416069,2.02076232688,96.226777471,NA,0.2625,Mon Nov 06 12:46:42 2017,2.13544844417,6601,0.0853001894338,3518857.22265625,10929.06083478
2414,06,081,602800,06081602800,6028,14000US06081602800,06081602800,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081602800,1,6081602800,6028,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,36,1482,2.4,0,6.26637838901,1.97264203521,82.193418134,NA,0.3,Mon Nov 06 12:46:42 2017,2.42914979757,6600,0.0582316323605,1951589.765625,7353.88133378521
2415,06,081,603200,06081603200,6032,14000US06081603200,06081603200,San Mateo,06081,Bay Area Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06081603200,1,6081603200,6032,San Mateo,06081,Bay Area,01,NA,NA,NA,NA,17,1471,1.1,0,2.70298499284,0.817849486144,74.349953286,NA,0.1375,Mon Nov 06 12:46:42 2017,1.15567641061,6604,0.180871936375,10070487.5390625,22222.5505629946
2416,06,065,042507,06065042507,425.07,14000US06065042507,06065042507,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042507,1,6065042507,425.07,Riverside,06065,Southern California,14,NA,NA,NA,NA,163,1123,14.5,4.90573583153,24.0942641685,4.89503273901,33.758846476,NA,1.8125,Mon Nov 06 12:46:42 2017,14.5146927872,4573,0.107714386769,7592656.6015625,13643.6137600747
2417,06,065,042508,06065042508,425.08,14000US06065042508,06065042508,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042508,1,6065042508,425.08,Riverside,06065,Southern California,14,NA,NA,NA,NA,234,1224,19.1,7.8563548455,30.3436451545,5.73655365026,30.034312305,NA,2.3875,Mon Nov 06 12:46:42 2017,19.1176470588,4574,0.0462242311905,1857728.07421875,5804.590409112
2418,06,065,042510,06065042510,425.10,14000US06065042510,06065042510,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065042510,1,6065042510,425.1,Riverside,06065,Southern California,14,NA,NA,NA,NA,178,1184,15,6.46773810861,23.5322618914,4.35319484255,29.02129895,NA,1.875,Mon Nov 06 12:46:42 2017,15.0337837838,4576,0.046296524861,1859002.16796875,5815.34801302104
2419,06,065,043405,06065043405,434.05,14000US06065043405,06065043405,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065043405,1,6065043405,434.05,Riverside,06065,Southern California,14,NA,NA,NA,NA,123,1786,6.9,2.13851273468,11.6614872653,2.42933023741,35.2076846,NA,0.8625,Mon Nov 06 12:46:42 2017,6.8868980963,4689,0.0667489916872,2499610.7109375,8164.87091737691
2420,06,065,043503,06065043503,435.03,14000US06065043503,06065043503,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065043503,1,6065043503,435.03,Riverside,06065,Southern California,14,NA,NA,NA,NA,99,2103,4.7,0,10.668160579,3.04497988726,64.786806112,NA,0.5875,Mon Nov 06 12:46:42 2017,4.70756062767,4690,0.0770413200729,3919852.15234375,9553.38826364233
2421,06,065,043504,06065043504,435.04,14000US06065043504,06065043504,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065043504,1,6065043504,435.04,Riverside,06065,Southern California,14,NA,NA,NA,NA,70,2598,2.7,0.00396733641214,5.39603266359,1.37552686918,50.945439599,NA,0.3375,Mon Nov 06 12:46:42 2017,2.69438029253,4691,0.156743236931,19517614.3398438,19780.9018575108
2422,06,065,043506,06065043506,435.06,14000US06065043506,06065043506,Riverside,06065,Inland Empire Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06065043506,1,6065043506,435.06,Riverside,06065,Southern California,14,NA,NA,NA,NA,35,2184,1.6,0,3.53960415613,0.98959395721,61.849622326,NA,0.2,Mon Nov 06 12:46:42 2017,1.60256410256,4693,0.110428888654,7072248.1484375,13605.5337938665
2423,06,037,531602,06037531602,5316.02,14000US06037531602,06037531602,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037531602,1,6037531602,5316.02,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,367,1145,32.1,19.4342943508,44.7657056492,6.46209471899,20.131136196,NA,4.0125,Mon Nov 06 12:46:42 2017,32.0524017467,2699,0.0305055391233,654216.83984375,3758.09184126836
2424,06,037,219700,06037219700,2197,14000US06037219700,06037219700,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037219700,1,6037219700,2197,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,205,1257,16.3,7.10466589474,25.4953341053,4.69149699248,28.782190138,NA,2.0375,Mon Nov 06 12:46:42 2017,16.3086714399,1814,0.0499964935021,1594583.37890625,6112.9112575595
2425,06,037,221820,06037221820,2218.20,14000US06037221820,06037221820,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037221820,1,6037221820,2218.2,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,78,1024,7.6,2.54213116808,12.6578688319,2.58054532241,33.954543716,NA,0.95,Mon Nov 06 12:46:42 2017,7.6171875,1834,0.0176366390913,298158.80078125,2150.82176160171
2426,06,037,242000,06037242000,2420,14000US06037242000,06037242000,Los Angeles,06037,Los Angeles Region,137,Percent of household overcrowding (> 1.0 persons per room) and severe overcrowding (> 1.5 persons per room),2006-2010,9,Total,CT,06037242000,1,6037242000,2420,Los Angeles,06037,Southern California,14,NA,NA,NA,NA,204,903,22.5,12.2193039324,32.7806960676,5.24525309571,23.312235981,NA,2.8125,Mon Nov 06 12:46:42 2017,22.5913621262,1967,0.031553399373,942017.62109375,3873.65544865257
