Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,DAC category,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char.,Pop. Char. Score,Pop. Char. Pctl
06037210010,3561,Los Angeles,90015,Los Angeles,-118.2723121,34.046851,51.73,89.73,85-90%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,12.2587974,89.35,1.091,98.58,787.94,92.53,58.47,63.64,0,0,2096.768372,80.15,2512.857059,92.78,19.5,81.37,7.25,38.02,0.725,79.22,0,0,0,0,60.36,7.37,91.46,71.04,79.1,4.19,31.08,12.26,48.31,46.1,94.32,54,99.68,63.1,93.76,4,30.88,32.5,93.89,67.67,7.02,76.85
06037133100,5609,Los Angeles,91335,Los Angeles,-118.5442623,34.1852284,51.71,89.71,85-90%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,13.28066467,94.75,0.216,64.8,726.64,83.13,60.24,66.14,0,0,609.490331,55.35,1052.207299,61.28,18,79.69,2.1,14.51,0.8,81.5,4,43.78,7.7,84.97,62.8,7.67,93.91,80.89,85.66,3.17,11.07,21.54,92.44,15,55.34,22.7,89.93,36.9,64.5,4.8,41.84,26.3,83.3,65.02,6.74,72.96
06037191610,4237,Los Angeles,90029,Los Angeles,-118.3059569,34.0863828,51.68,89.69,85-90%,CalEnviroScreen 4.0 Top 25%,0.049,56.96,12.01439591,79.17,0.604,93.07,787.94,92.53,77.03,86.58,0,0,1514.673299,73.46,3183.01241,96.65,12.65,70.32,0.75,4.42,0.07,9.56,0,0,1,35.72,56.2,6.86,84.74,50.11,56.66,5.83,71.64,13,53.81,30.3,80.57,23.7,91.01,47.6,79.2,7.8,74.1,37.4,97.59,72.6,7.53,83.48
06037117405,3574,Los Angeles,91343,Los Angeles,-118.4702311,34.2337312,51.67,89.66,85-90%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.95061359,75.78,0.483,89.18,726.64,83.13,55.62,59.57,0,0,615.0779979,55.59,3378.921693,97.38,18,79.69,0,0,0.1,16.64,0,0,0,0,52.61,6.42,77.1,86.23,88.17,5.42,62.61,15.46,69.11,55.8,98.51,21.5,88.47,71.6,97.88,4,30.88,32,93.26,77.55,8.04,89.65
06037237201,3814,Los Angeles,90044,Los Angeles,-118.2991149,33.9857256,51.67,89.65,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.97005427,76.85,0.12,43.34,787.94,92.53,93.01,98.66,0,0,3552.810018,86.97,1058.012886,61.66,3.2,31.93,0,0,0.41,62.48,0,0,0,0,47.56,5.81,63.78,95.52,91.38,7.79,95.54,17.63,79.3,45.2,93.79,9.3,58.95,55.1,87.3,8.9,81.01,31.9,93.07,85.78,8.9,97.15
06037191720,3224,Los Angeles,90038,Los Angeles,-118.3123611,34.0887897,51.64,89.59,85-90%,CalEnviroScreen 4.0 Top 25%,0.049,57.77,12.00979423,78.83,0.646,94.29,787.94,92.53,75.32,85.03,0,0,1484.939311,73.04,1452.625354,77.01,11.6,64.74,0.75,4.42,0.16,28.3,0,0,0,0,53.04,6.48,78.16,58.73,67.75,6.25,79.73,15.62,69.79,40.5,90.36,43.9,99.04,62.3,93.18,3.7,26.86,36.6,97.2,76.87,7.97,88.96
06037209810,2594,Los Angeles,90006,Los Angeles,-118.2823449,34.0491173,51.53,89.51,85-90%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,12.18410918,87.99,0.3,76.52,787.94,92.53,92.98,98.64,0,0,2011.056702,79.33,1286.450026,71.84,9.35,59.07,3,22.12,0.145,24.71,0,0,0,0,53.33,6.51,78.86,54.24,61.93,4.76,45.87,14.33,62.36,50,96.51,50.5,99.45,76.1,98.93,12,92.19,31.1,92.19,76.29,7.91,88.38
06037237401,4217,Los Angeles,90044,Los Angeles,-118.2948084,33.9784675,51.53,89.5,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.95669453,76.14,0.104,38.56,787.94,92.53,92.12,98.15,0,0,3972.420085,89.21,1142.608541,66.05,1.25,18.98,7,37.61,0.07,9.56,0,0,0,0,45.73,5.58,58.61,125.58,96.73,7.39,93.11,24.53,97.43,41.7,91.19,12.3,69.47,47,78.52,7.6,72.53,42.5,99.25,88.98,9.23,98.81
06037124104,2492,Los Angeles,91606,Los Angeles,-118.38341,34.1848613,51.47,89.42,85-90%,CalEnviroScreen 4.0 Top 25%,0.06,82.48,11.52811451,61.44,0.102,37.81,726.64,83.13,63.87,71.47,0,0,1062.513316,65.02,840.8484564,47.11,36.1,91.21,0.3,2.11,0.285,47.41,0,0,2,52.9,50.28,6.14,71.05,72.71,80.38,6.57,84.53,20.59,89.19,20.8,66.1,14.8,76.9,52.4,84.7,6.7,64.51,31.4,92.48,80.82,8.38,93.32
06037127606,3322,Los Angeles,91406,Los Angeles,-118.4777891,34.1902662,51.44,89.37,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,12.20778772,88.36,0.264,72.31,726.64,83.13,69.66,78.78,0,0,801.7659812,60.45,3629.280562,98.01,0.1,2.07,0,0,0.12,20.32,10,82.97,0,0,54.5,6.65,81.38,77.98,84.25,5.13,55.85,19.65,86.24,21.4,67.12,19.9,86.44,36.5,63.91,5.8,55.02,34.1,95.39,74.51,7.73,86.06
06037208502,4364,Los Angeles,90057,Los Angeles,-118.2741645,34.066049,51.41,89.33,85-90%,CalEnviroScreen 4.0 Top 25%,0.048,53.73,12.20870236,88.46,0.345,80.66,787.94,92.53,79.16,88.56,0,0,1818.157003,77.21,1086.472377,63.18,0.6,8.04,6,35.02,0.37,58.27,7,66.74,0,0,56.56,6.91,85.41,47.69,53.19,7.66,94.92,12.31,48.94,44.3,93.05,25.3,92.61,55.4,87.54,6.6,63.42,17.7,52.61,71.76,7.44,82.51
06037239801,3705,Los Angeles,90001,Los Angeles,-118.2629318,33.9660533,51.3,89.22,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,37.57,12.11505815,85.51,0.162,54.3,787.94,92.53,92.41,98.31,0,0,5025.159993,92.46,533.7363233,23.54,7.95,52.41,3.5,23.44,0.27,45.73,0,0,1,35.72,50.84,6.21,72.43,80.63,85.53,4.49,38.49,22.96,95.09,35.3,85.59,17.7,82.64,47.8,79.46,11.2,90.33,32.2,93.46,79.67,8.26,92.28
06037238100,5163,Los Angeles,90047,Los Angeles,-118.3111989,33.963628,51.25,89.17,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.01125306,78.93,0.111,40.67,787.94,92.53,82.61,91.62,0,0,4725.266683,91.86,1055.183387,61.46,2.25,27.49,23.5,72.94,0.25,43.3,0,0,0.2,9.67,51.25,6.26,73.38,136.1,97.91,8.11,96.91,19.22,84.97,21.8,67.78,4.1,32.03,41.3,71.09,6.4,61.53,30.2,90.87,78.96,8.19,91.46
06037132001,3463,Los Angeles,91406,Los Angeles,-118.514195,34.1920691,51.24,89.13,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,13.41191039,95.37,0.158,53.11,726.64,83.13,67.19,75.49,12.08,61.76,660.1940053,57,1050.267274,61.15,1,17.08,1,6.97,0.075,10.15,10,82.97,0.7,24.83,57.44,7.01,86.98,72,79.91,7.63,94.75,18.15,81.22,13.7,52.32,13.3,72.26,20,34.21,5.6,52.52,20.9,66.51,70.43,7.31,80.62
06037221601,3141,Los Angeles,90007,Los Angeles,-118.2959265,34.0348166,51.08,88.94,85-90%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.10569353,84.94,0.65,94.4,787.94,92.53,89.87,96.66,0,0,2212.823954,80.98,4741.799354,99.48,1,17.08,0,0,0.185,31.38,0,0,0,0,52.73,6.44,77.42,44.97,48.68,6.83,88.09,13.53,57.54,36.4,86.72,19.3,85.53,51.3,83.34,11.2,90.33,33.6,95.06,76.48,7.93,88.62
06037231210,4040,Los Angeles,90037,Los Angeles,-118.2980282,34.0145285,51.06,88.93,85-90%,CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.99266542,77.78,0.1,37.35,787.94,92.53,88.97,96.03,0,0,2614.636637,83.2,881.6927375,50.09,0.5,7.71,0,0,0.06,8.76,0,0,5,75.67,45.89,5.6,59.12,81.31,85.79,7.29,92.42,16.43,73.75,48.1,95.36,22.8,90.04,58.4,90.48,9.3,83.22,45,99.52,87.86,9.11,98.37
06037237710,4410,Los Angeles,90044,Los Angeles,-118.2861364,33.9726959,50.94,88.79,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,12.03324822,80.22,0.418,85.91,787.94,92.53,88.57,95.82,0,0,4324.796793,90.56,3086.525215,96.28,1.7,21.09,0,0,0,0,0,0,0.2,9.67,50.09,6.12,70.57,80.94,85.69,4.85,48.27,17.08,76.57,48.3,95.53,12.3,69.47,71.4,97.79,11.3,90.59,40.1,98.64,80.29,8.33,92.81
06037123204,3129,Los Angeles,91606,Los Angeles,-118.3943295,34.193936,50.94,88.78,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.5211534,61.26,0.103,38.33,726.64,83.13,68.03,76.57,0,0,980.5033162,63.29,1099.925192,63.99,41.5,93.95,21.5,70.3,0.36,57.46,0,0,1.5,42.31,57.21,6.98,86.47,54.18,61.79,4.22,31.67,14.94,65.94,36.2,86.47,22.6,89.77,51.8,83.87,8.8,80.39,36,96.83,70.3,7.29,80.48
06037190520,3979,Los Angeles,90027,Los Angeles,-118.3038048,34.0999328,50.84,88.7,85-90%,CalEnviroScreen 4.0 Top 25%,0.05,60.66,11.99265418,77.77,0.543,91.26,787.94,92.53,69.11,77.86,0,0,1426.273336,71.91,1119.303534,65,2.45,27.94,1.5,10.64,0.7,78.4,0,0,0,0,52.55,6.42,76.93,43.46,46.82,5.77,70.36,21.11,90.84,19.3,63.6,41.1,98.73,53.7,85.77,9.1,82.33,28,86.79,76.39,7.92,88.51
06037123410,4181,Los Angeles,91605,Los Angeles,-118.4214325,34.1993793,50.82,88.69,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,11.59401635,63.16,0.198,61.72,726.64,83.13,66.49,74.67,0,0,900.3736877,62.22,1125.454334,65.33,38,92.76,22.5,71.69,0.58,73.61,4,43.78,0.2,9.67,61.01,7.45,92.13,49.57,55.93,4.83,47.59,13.58,57.89,28.3,77.99,27.1,94.03,43.8,74.46,5,44.35,38.1,97.85,65.77,6.82,74.18
06037232400,7361,Los Angeles,90062,Los Angeles,-118.3108346,33.9993836,50.69,88.58,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,37.57,11.95360692,75.94,0.068,25.3,787.94,92.53,91.4,97.77,0,0,2965.403361,84.73,882.3457697,50.18,6.1,46.34,0,0,0.28,46.8,0,0,2.75,60.53,48.91,5.97,67.49,128.19,97.01,7.53,94.03,21.61,92.82,33.6,84.04,10.9,65.19,46.1,77.58,3.2,19.59,40.2,98.67,81.82,8.49,94.36
06037104704,4321,Los Angeles,91331,Los Angeles,-118.4088637,34.2625316,50.52,88.43,85-90%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.37171568,58.81,0.382,83.68,726.64,83.13,45.13,44.55,0,0,729.3406575,58.88,781.9743214,42.88,27.1,87.33,26,75.98,0.475,67.56,0,0,5.8,78.24,59.68,7.29,90.39,81.71,86.29,5.05,53.85,13.36,56.46,27.4,76.79,12.8,70.88,60.7,92.14,4.2,33.58,21.1,67.26,66.83,6.93,75.64
06037235202,4331,Los Angeles,90043,Los Angeles,-118.330376,33.9730801,50.51,88.41,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.93412511,74.81,0.09,33.67,821.41,95.29,73.22,82.7,0,0,3844.943319,88.56,1203.474272,68.83,0,0,0,0,0.5,69.4,0,0,4,70.42,49.24,6.01,68.45,131.73,97.41,9.6,99.32,15.49,69.22,21.8,67.78,6.4,45.38,41.2,70.84,9.5,83.98,40.5,98.75,81,8.4,93.52
06037209200,4545,Los Angeles,90017,Los Angeles,-118.2610818,34.0542091,50.5,88.39,85-90%,CalEnviroScreen 4.0 Top 25%,0.048,51.9,12.35408718,90.23,1.711,99.56,787.94,92.53,40.28,37.58,0,4.83,2014.212036,79.37,2460.189061,92.25,12.4,69.82,5.5,32.38,0.545,71.99,0,0,6.2,80.3,62.65,7.65,93.84,79.97,85.16,5.51,64.78,12.37,49.5,12.8,50.24,12.5,69.98,49.9,81.62,3.6,25.23,23.9,76.87,63.63,6.6,70.84
06037104821,3551,Los Angeles,91331,Los Angeles,-118.4162955,34.2465705,50.47,88.36,85-90%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.44575547,59.98,0.504,90.04,726.64,83.13,70.91,80.23,0,0,750.5590108,59.44,596.6045641,28.16,36,91.04,32.75,81.85,0.435,64.63,4,43.78,1.4,39.73,62.9,7.68,94.04,81.71,86.29,4.46,37.58,13.36,56.46,37.6,87.88,9.9,61.54,38.1,66.31,6.2,59.38,18.8,57.86,63.35,6.57,70.56
06037127603,3068,Los Angeles,91406,Los Angeles,-118.4800026,34.1957245,50.45,88.33,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,12.32883267,89.91,0.234,67.77,726.64,83.13,66.43,74.58,0,0,756.0213421,59.53,2569.864417,93.26,0.95,11.93,0,0,0.115,19.35,2,23.88,0,0,50.08,6.12,70.54,77.98,84.25,4.76,45.87,19.65,86.24,32.4,82.92,22.9,90.16,59.6,91.46,8.8,80.39,29.6,89.84,79.54,8.25,92.16
06037221402,2851,Los Angeles,90018,Los Angeles,-118.3090474,34.0384431,50.42,88.31,85-90%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.02272051,79.63,0.501,89.92,787.94,92.53,80.24,89.5,0,0,2110.941671,80.26,4745.434734,99.5,7.25,50.99,10,47.43,0.76,80.49,0,0,0,0,59.95,7.32,90.78,37.01,36.53,7.61,94.66,8.1,14.36,21.9,68.03,23.4,90.7,48.1,79.82,11.3,90.59,31.2,92.28,66.4,6.89,74.95
06037297120,3053,Los Angeles,90731,Los Angeles,-118.2850961,33.7280812,50.37,88.3,85-90%,CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.67101336,65.26,0.856,97.25,391.08,42.43,76.55,86.14,0,0,4130.023397,89.91,453.3138728,17.55,12,68.94,38.75,85.36,0.395,60.23,9,77.3,0,0,54.06,6.6,80.47,103.61,93.62,4.91,49.91,14.57,64.02,26,74.96,16.1,79.59,41.6,71.55,8.9,81.01,26,82.61,73.56,7.63,84.72
06037224320,2972,Los Angeles,90015,Los Angeles,-118.280853,34.0415884,50.36,88.28,85-90%,CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.18410918,87.99,0.707,95.53,787.94,92.53,91.88,98.05,0,0,2138.424662,80.51,2028.031741,87.61,11.6,64.74,1.5,10.64,0.27,45.73,0,0,0,0,57.18,6.98,86.45,48.18,53.83,5.97,74.52,9.5,25.5,51.8,97.29,47.6,99.3,64.1,94.43,7,67.48,25.1,80.47,69.54,7.21,79.51
06037236202,5764,Los Angeles,90008,Los Angeles,-118.3530792,34.0170719,50.33,88.25,85-90%,CalEnviroScreen 4.0 Top 25%,0.045,39.99,11.91185817,73.6,0.082,30.74,787.94,92.53,78.44,87.9,0,0,2296.334351,81.43,1245.180615,70.41,4.25,38.39,3,22.12,0.35,56.4,0,0,0.5,22.08,48.98,5.98,67.73,86.99,88.66,8.32,97.59,12.14,46.93,27.5,76.93,9,57.76,63.8,94.23,16.3,97.9,34.5,95.75,81.12,8.41,93.65
06037104610,3386,Los Angeles,91331,Los Angeles,-118.4189927,34.2604355,50.25,88.19,85-90%,CalEnviroScreen 4.0 Top 25%,0.067,97,11.40197774,59.23,0.253,70.44,726.64,83.13,90.71,97.25,0,0,734.4526876,59,525.0582645,22.95,43.75,94.49,14,56.13,0.125,21.96,0,0,1.4,39.73,54.9,6.7,82.18,81.71,86.29,5.94,74.02,13.36,56.46,49.8,96.41,15.4,78.2,55.1,87.3,2.4,9.72,29.5,89.7,72.26,7.5,83.11
06037237500,2922,Los Angeles,90044,Los Angeles,-118.2893094,33.9783023,50.25,88.17,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.97286678,77.04,0.11,40.32,787.94,92.53,90.97,97.44,0,0,4040.543295,89.46,1076.333369,62.71,2.45,27.94,2,14.31,0.02,2.51,0,0,0,0,44.21,5.4,54.62,125.58,96.73,8.06,96.72,24.53,97.43,50.3,96.63,22,89.13,65.3,95.18,4.6,39.21,31.4,92.48,89.74,9.31,99.05
06037207502,2888,Los Angeles,90071,Los Angeles,-118.253084,34.052707,50.2,88.06,85-90%,CalEnviroScreen 4.0 Top 25%,0.048,51.9,12.52185449,91.16,1.548,99.45,787.94,92.53,17.91,10.09,0.16,29.41,2047.616048,79.84,1616.561902,80.43,12.65,70.32,12.3,52.53,1.12,86.75,7,66.74,26.25,99.38,69.62,8.5,98.26,47.79,53.35,7.69,95.16,8.69,18.52,20.8,66.1,52.7,99.61,53.2,85.34,4.4,36.44,6.5,3.42,56.93,5.91,60.82
06037221500,3875,Los Angeles,90018,Los Angeles,-118.3046372,34.0348455,50.09,87.99,85-90%,CalEnviroScreen 4.0 Top 25%,0.046,44.98,12.05421442,81.38,0.703,95.44,787.94,92.53,75.87,85.55,0,0,2157.38265,80.65,4887.222368,99.6,0.25,4.12,0.5,2.72,0.195,32.03,0,0,0,0,50.94,6.22,72.63,55.36,63.21,6.5,83.62,11.99,46.06,42.1,91.47,21.9,89.04,53.6,85.68,12.5,93.3,34.1,95.39,77.64,8.05,89.76
06037131800,6157,Los Angeles,91335,Los Angeles,-118.527308,34.2047091,50.07,87.97,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,14.60341571,98.63,0.102,37.97,726.64,83.13,69.88,79,0,0,607.7059987,55.2,900.7276191,51.6,3.1,31.49,14.5,56.95,0.36,57.46,4,43.78,0,0,53.83,6.57,79.86,77.11,83.52,5.33,60.57,20.52,89.07,25.4,73.99,16.7,80.85,40.2,69.48,4.5,37.71,26.5,83.65,73.43,7.62,84.49
06037134720,5074,Los Angeles,91306,Los Angeles,-118.5688121,34.2046449,50.01,87.9,85-90%,CalEnviroScreen 4.0 Top 25%,0.061,84.58,12.54060138,91.3,0.146,50.22,726.64,83.13,57.93,62.91,0,0,544.6029866,53.21,1103.557438,64.16,7,50.32,3,22.12,0.345,55.42,4,43.78,0,0,52.24,6.38,76.08,79.11,84.57,5.41,62.39,20.17,87.86,22.2,68.55,13.6,73.1,37.7,65.7,8.2,76.69,25.1,80.47,75.59,7.84,87.38
06037231220,4653,Los Angeles,90037,Los Angeles,-118.2893753,34.0145635,49.99,87.87,85-90%,CalEnviroScreen 4.0 Top 25%,0.045,42.56,12.00727367,78.59,0.085,31.72,787.94,92.53,81.73,90.85,0,0,2658.420044,83.38,1098.399286,63.9,1.2,18.7,0,0,0.17,29.24,0,0,1.25,38.99,46.09,5.63,59.81,71.2,79.14,7.18,91.48,14.89,65.57,48.9,95.94,25.5,92.8,60.8,92.2,9.4,83.63,38.6,98.06,85.63,8.88,97.05
06037115403,3583,Los Angeles,91325,Los Angeles,-118.5317299,34.2247342,49.97,87.85,85-90%,CalEnviroScreen 4.0 Top 25%,0.064,91.05,12.58335026,91.66,0.104,38.66,726.64,83.13,67.86,76.37,0,0,565.9006653,53.96,1220.348247,69.44,9,58.17,26,75.98,0.66,77.02,3,33.16,0,0,58.31,7.12,88.5,46.93,51.97,7.75,95.34,13.12,54.79,23,69.92,15.4,78.2,48.7,80.41,3,17.11,32.7,94.16,67.66,7.02,76.83
06037128601,4369,Los Angeles,91401,Los Angeles,-118.4410821,34.1784585,49.96,87.83,85-90%,CalEnviroScreen 4.0 Top 25%,0.06,82.48,11.73546463,67.42,0.08,29.62,726.64,83.13,60.06,65.81,0,0,1006.900035,63.8,1096.960515,63.83,37,92.29,6.75,36.81,0.325,53.51,4,43.78,0,0,53.1,6.48,78.33,63.43,72.87,5.79,70.81,19.24,85.07,15.8,57.24,6.7,47.08,45.1,76.24,9.2,82.74,39.3,98.35,74.29,7.71,85.72
06037296600,5358,Los Angeles,90731,Los Angeles,-118.2923625,33.7397829,49.96,87.82,85-90%,CalEnviroScreen 4.0 Top 25%,0.038,16.78,11.65417914,64.57,0.08,30.04,391.08,42.43,66.36,74.49,0,0,4626.793294,91.6,934.4857184,54.04,19.35,81.24,17.5,64.22,0.985,84.92,8,72.15,1.75,43.94,54.26,6.63,80.83,103.61,93.62,3.85,23.06,14.57,64.02,31.5,81.84,11.2,66.23,55.7,87.88,13.6,95.12,33.2,94.7,72.69,7.54,83.59
06037218210,3721,Los Angeles,90019,Los Angeles,-118.3423056,34.0427907,49.94,87.81,85-90%,CalEnviroScreen 4.0 Top 25%,0.046,46.99,12.00354413,78.42,0.108,39.86,787.94,92.53,87.2,94.88,0,0,1957.005005,78.81,1205.655764,68.93,0,0,4.8,28.32,0.95,84.49,7,66.74,1.3,39.29,56.29,6.87,84.94,57.36,66.05,5.83,71.64,10.34,32.6,44.5,93.23,22,89.13,51.9,84.12,5.5,51.26,41,98.94,70.05,7.27,80.22
06037106520,5920,Los Angeles,91342,Los Angeles,-118.4613524,34.3088574,49.93,87.77,85-90%,CalEnviroScreen 4.0 Top 25%,0.067,97,10.92897449,54.3,0.333,79.63,726.64,83.13,66.46,74.62,0,0,611.164327,55.53,386.8328073,13.34,7.9,52.33,30.3,79.96,4.345,97.39,0,0,6.15,80.11,58.78,7.18,89.22,63.98,73.29,6.51,83.69,13.45,57.13,35,85.32,14.3,75.53,34.7,61.28,2.1,7.14,26.8,84.46,67.06,6.96,76.05
06037119340,4264,Los Angeles,91402,Los Angeles,-118.4519009,34.233609,49.92,87.76,85-90%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.6143557,63.61,0.175,57.39,726.64,83.13,57.81,62.72,0,0,649.0633443,56.69,1131.456675,65.69,36.25,91.28,0,0,0.07,9.56,0,0,0,0,46.96,5.73,62.24,93.94,90.85,4.36,35.04,20.82,89.77,56.1,98.58,33.3,96.95,74.5,98.63,10,86.19,44.2,99.47,83.93,8.71,95.9
06037134001,3864,Los Angeles,91303,Los Angeles,-118.5917267,34.2029146,49.8,87.63,85-90%,CalEnviroScreen 4.0 Top 25%,0.06,82.48,11.84082938,70.96,0.14,48.56,726.64,83.13,60.67,66.7,0,0,521.0826721,52.4,1406.369996,75.58,0.25,4.12,3,22.12,0.19,31.54,4,43.78,4,70.42,51.45,6.28,74.04,68.26,77.29,6.48,83.31,14.76,64.82,38.9,89.14,18.1,83.56,49.8,81.49,4.6,39.21,33.7,95.12,76.42,7.93,88.54
06037980010,95,Los Angeles,90012,Los Angeles,-118.2393993,34.0786561,49.77,87.61,85-90%,CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.56881211,91.51,0.259,71.6,787.94,92.53,33.32,28.34,0,0,1725.73232,76.09,2864.345972,95.15,65.25,97.78,25.8,75.61,1.515,90.4,15,94.56,7.5,84.74,72.45,8.85,99.08,25.03,16.53,NA,NA,7.88,12.74,36.7,87.02,50,99.4,56.8,88.92,NA,NA,78.2,100,54.23,5.63,56.45
06037191120,3900,Los Angeles,90029,Los Angeles,-118.304794,34.0929287,49.72,87.58,85-90%,CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.00979423,78.83,0.626,93.73,787.94,92.53,68.55,77.23,0,0,1467.875997,72.68,2187.349198,89.68,23.6,84.99,8,40.76,0.475,67.56,0,0,0,0,59.92,7.32,90.73,39.77,41.25,4.71,44.21,11.84,44.69,27.7,77.23,41.8,98.84,52.8,85.01,12.6,93.49,26.5,83.65,65.52,6.8,73.8
06037139504,3998,Los Angeles,91316,Los Angeles,-118.5202503,34.1670182,49.69,87.52,85-90%,CalEnviroScreen 4.0 Top 25%,0.06,82.48,12.66717011,92.21,0.487,89.37,726.64,83.13,37.61,33.9,0.43,36.66,7.77E+02,59.98,4173.018811,99.01,0,0,3,22.12,0.06,8.76,10,82.97,1,35.72,58.03,7.09,87.83,68.54,77.38,5.16,56.61,13.11,54.75,7.6,32.62,16.3,80.01,37.4,65.28,9.8,85.49,38.7,98.12,67.61,7.01,76.77
06037221110,3705,Los Angeles,90006,Los Angeles,-118.2878287,34.0457195,49.68,87.49,85-90%,CalEnviroScreen 4.0 Top 25%,0.047,48.45,12.18410918,87.99,0.226,66.52,787.94,92.53,84.88,93.26,0,0,2.03E+03,79.72,1278.19926,71.63,5.75,44.44,2.3,15.14,0.1,16.64,0,0,0,0,50.09,6.12,70.55,54.24,61.93,5.41,62.39,14.33,62.36,56.6,98.68,50.4,99.42,69.4,97.15,9.9,85.83,30.2,90.87,78.31,8.12,90.71
06037127605,4329,Los Angeles,91406,Los Angeles,-118.4847378,34.189727,49.68,87.48,85-90%,CalEnviroScreen 4.0 Top 25%,0.062,88.7,12.32883267,89.91,0.133,46.7,726.64,83.13,66.1,74.23,0,0,785.3806561,60.1,1167.068769,67.28,1,17.08,0,0,0.02,2.51,13,91.87,0,0,49.93,6.1,70.18,77.98,84.25,4.95,51.01,19.65,86.24,32.9,83.33,26.6,93.6,65.4,95.24,5.6,52.52,30.7,91.62,78.55,8.15,91.01
06037203200,5695,Los Angeles,90033,Los Angeles,-118.1968646,34.0526028,49.66,87.47,85-90%,CalEnviroScreen 4.0 Top 25%,0.049,59.69,12.28025039,89.5,0.282,74.42,488.79,59.71,84.7,93.14,0,0,1992.992676,79.19,1665.071729,81.35,4.1,37.79,8.55,42.11,0.11,19.25,0,0,3,63.67,55.6,6.79,83.53,51.52,58.55,6.55,84.15,12.59,51.26,43.2,92.26,12.4,69.79,54.3,86.38,5.2,46.99,27.8,86.43,70.51,7.31,80.75
06037237300,5311,Los Angeles,90047,Los Angeles,-118.3110714,33.9782833,49.65,87.46,85-90%,CalEnviroScreen 4.0 Top 25%,0.044,35.16,11.95656498,76.1,0.083,30.9,787.94,92.53,89.73,96.6,0,0,3808.136678,88.3,889.3171622,50.75,0.6,8.04,2,14.31,0.29,47.6,0,0,3.95,67.61,48.37,5.91,66.12,142.48,98.54,7.36,92.89,19.97,87.41,26.6,75.74,2.5,19.87,43.4,73.89,8.4,77.76,39.5,98.44,81.04,8.41,93.56
06037121221,2420,Los Angeles,91352,Los Angeles,-118.3955564,34.2276073,49.61,87.44,85-90%,CalEnviroScreen 4.0 Top 25%,0.065,93.63,11.43570021,59.86,0.439,87.03,726.64,83.13,80.3,89.54,0,0,694.8643341,58.09,3028.121981,96,40,93.41,2.5,16.75,0.305,50.46,4,43.78,2.75,60.53,64.94,7.93,95.82,74.78,81.89,3.26,12.21,15.13,67.12,31.7,81.99,6.8,47.68,29.2,52.53,8.7,79.72,22.6,72.6,60.32,6.26,66.04
